1682781082	0	1682781082
1682781082	1	1682781097
1682781097	2	1682781112
1682781112	3	1682781127
1682781127	4	1682781142
1682781142	5	1682781157
1682781157	6	1682781172
1682781172	7	1682781187
1682781187	8	1682781202
1682781202	9	1682781217
1682781217	10	1682781232
1682781232	11	1682781247
1682781247	12	1682781262
1682781262	13	1682781277
1682781277	14	1682781292
1682781292	15	1682781307
1682781307	16	1682781322
1682781322	17	1682781337
1682781337	18	1682781352
1682781352	19	1682781367
1682781367	20	1682781382
1682781382	21	1682781397
1682781397	22	1682781413
1682781413	23	1682781428
1682781428	24	1682781443
1682781443	25	1682781458
1682781458	26	1682781473
1682781473	27	1682781488
1682781488	28	1682781503
1682781503	29	1682781518
1682781518	30	1682781533
1682781533	31	1682781548
1682781548	32	1682781563
1682781563	33	1682781578
1682781578	34	1682781593
1682781593	35	1682781608
1682781608	36	1682785328
1682785328	14	1682785329
1682785329	13	1682785333
1682785333	10	1682785334
1682785334	9	1682785338
1682785338	8	1682785340
1682785340	7	1682785342
1682785342	6	1682785343
1682785343	5	1682785344
1682785344	4	1682785345
1682785345	3	1682785350
1682785350	2	1682785356
1682785356	1	1682785358
