824 1682700339 1084,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700340 1084,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700341 1084,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700342 1084,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700343 1084,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700344 1578,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700345 1578,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700346 1578,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700347 1578,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700348 1578,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700349 2036,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700350 2036,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700351 2036,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700352 2036,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700353 2036,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700354 1623,000000 -1,000000 -101,000000 0,000000 0,000000
824 1682700355 1623,000000 -1,000000 -101,000000 0,000000 0,000000
824 1682700356 1623,000000 -1,000000 -101,000000 0,000000 0,000000
824 1682700357 1623,000000 -1,000000 -101,000000 0,000000 0,000000
824 1682700358 1623,000000 -1,000000 -101,000000 0,000000 0,000000
824 1682700359 2182,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700360 2182,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700361 2182,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700362 2182,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700363 2182,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700364 2843,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700365 2843,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700366 2843,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700367 2843,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700368 2843,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700369 102653,200000 -1,000000 -101,000000 0,000000 0,000000
824 1682700370 102653,200000 -1,000000 -101,000000 0,000000 0,000000
824 1682700371 102653,200000 -1,000000 -101,000000 0,000000 0,000000
824 1682700372 102653,200000 -1,000000 -101,000000 0,000000 0,000000
824 1682700373 102653,200000 -1,000000 -101,000000 0,000000 0,000000
824 1682700374 5252,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700375 5252,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700376 5252,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700377 5252,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700378 5252,600000 -1,000000 -101,000000 0,000000 0,000000
824 1682700379 3964,800000 -1,000000 -101,000000 0,000000 0,000000
824 1682700380 3964,800000 -1,000000 -101,000000 0,000000 0,000000
824 1682700381 3964,800000 -1,000000 -101,000000 0,000000 0,000000
824 1682700382 3964,800000 -1,000000 -101,000000 0,000000 0,000000
824 1682700383 3964,800000 -1,000000 -101,000000 0,000000 0,000000
824 1682700384 4774,400000 -1,000000 -101,000000 0,000000 0,000000
824 1682700385 4774,400000 -1,000000 -101,000000 0,000000 0,000000
