offline_datapoint_16 1682700344 94,695
offline_datapoint_61 1682700346 4,000
offline_datapoint_53 1682700344 12,712
offline_datapoint_8 1682700344 6,908
offline_datapoint_34 1682700344 0,263
offline_datapoint_3 1682700344 0,163
offline_datapoint_65 1682700344 0,221
offline_datapoint_48 1682700344 6,323
offline_datapoint_17 1682700344 6,655
offline_datapoint_62 1682700344 0,333
offline_datapoint_31 1682700344 99,786
offline_datapoint_0 1682700344 0,666
offline_datapoint_45 1682700344 45661,005
offline_datapoint_14 1682700344 47024,020
offline_datapoint_59 1682700344 1363,015
offline_datapoint_28 1682700344 0,000
offline_datapoint_74 1682700344 0,000
offline_datapoint_43 1682700344 0,001
offline_datapoint_12 1682700344 7065,600
offline_datapoint_57 1682700344 4096,000
offline_datapoint_26 1682700344 7221,895
offline_datapoint_72 1682700344 0,002
offline_datapoint_41 1682700344 0,002
offline_datapoint_10 1682700344 0,000
offline_datapoint_55 1682700346 0,000
offline_datapoint_70 1682700347 0,201
offline_datapoint_39 1682700347 0,000
offline_datapoint_24 1682700347 0,101
offline_datapoint_30 1682700347 82,428
offline_datapoint_22 1682700349 368386048,000
offline_datapoint_68 1682700349 190562304,000
offline_datapoint_37 1682700349 323571712,000
offline_datapoint_6 1682700349 8692674560,000
offline_datapoint_51 1682700349 70631424,000
offline_datapoint_66 1682700349 351244288,000
offline_datapoint_20 1682700349 218755072,000
offline_datapoint_35 1682700349 38555648,000
offline_datapoint_4 1682700349 146878464,000
offline_datapoint_49 1682700349 340254720,000
offline_datapoint_18 1682700349 2283728896,000
offline_datapoint_63 1682700347 0,333
offline_datapoint_32 1682700349 8192,000
offline_datapoint_1 1682700349 43085824,000
offline_datapoint_46 1682700347 0,000
offline_datapoint_60 1682700349 2743572,000
offline_datapoint_29 1682700349 2679,000
offline_datapoint_15 1682700349 2809417728,000
offline_datapoint_75 1682700347 70,879
offline_datapoint_44 1682700347 0,333
offline_datapoint_13 1682700347 0,000
offline_datapoint_58 1682700347 1150,377
offline_datapoint_27 1682700347 40,598
offline_datapoint_73 1682700347 3097,399
offline_datapoint_42 1682700347 1416,258
offline_datapoint_11 1682700347 0,000
offline_datapoint_56 1682700349 10545815552,000
offline_datapoint_25 1682700349 0,000
offline_datapoint_71 1682700349 0,000
offline_datapoint_40 1682700349 8192,000
offline_datapoint_9 1682700349 218755072,000
offline_datapoint_54 1682700349 10481664,000
offline_datapoint_23 1682700349 12514744,000
offline_datapoint_69 1682700349 14400,000
offline_datapoint_38 1682700347 0,333
offline_datapoint_7 1682700347 1,222
offline_datapoint_52 1682700347 93,715
offline_datapoint_21 1682700347 0,000
offline_datapoint_67 1682700347 0,000
offline_datapoint_36 1682700347 0,000
offline_datapoint_76 1682700347 3,675
offline_datapoint_5 1682700347 2,210
offline_datapoint_50 1682700347 1,690
offline_datapoint_19 1682700347 53,576
offline_datapoint_64 1682700347 3406,872
offline_datapoint_33 1682700347 0,000
offline_datapoint_2 1682700347 451,898
offline_datapoint_47 1682700347 5049,412
offline_datapoint_16 1682700347 94,937
offline_datapoint_61 1682700349 7,000
offline_datapoint_53 1682700347 12,712
offline_datapoint_8 1682700347 6,908
offline_datapoint_34 1682700347 0,200
offline_datapoint_3 1682700347 0,021
offline_datapoint_65 1682700347 0,437
offline_datapoint_48 1682700347 3,988
offline_datapoint_17 1682700347 3,988
offline_datapoint_62 1682700347 0,000
offline_datapoint_31 1682700347 99,556
offline_datapoint_0 1682700347 0,000
offline_datapoint_45 1682700347 60061,836
offline_datapoint_14 1682700347 60061,836
offline_datapoint_59 1682700347 0,000
offline_datapoint_28 1682700347 0,001
offline_datapoint_74 1682700347 0,001
offline_datapoint_43 1682700347 0,000
offline_datapoint_12 1682700347 15061,333
offline_datapoint_57 1682700347 0,000
offline_datapoint_26 1682700347 15061,333
offline_datapoint_72 1682700347 0,004
offline_datapoint_41 1682700347 0,004
offline_datapoint_10 1682700347 0,000
offline_datapoint_55 1682700349 0,000
offline_datapoint_70 1682700350 0,437
offline_datapoint_39 1682700350 0,000
offline_datapoint_24 1682700350 0,219
offline_datapoint_30 1682700350 82,411
offline_datapoint_22 1682700352 368386048,000
offline_datapoint_68 1682700352 190578688,000
offline_datapoint_37 1682700352 323571712,000
offline_datapoint_6 1682700352 8690933760,000
offline_datapoint_51 1682700352 70623232,000
offline_datapoint_66 1682700352 351244288,000
offline_datapoint_20 1682700352 218750976,000
offline_datapoint_35 1682700352 39006208,000
offline_datapoint_4 1682700352 146878464,000
offline_datapoint_49 1682700352 340254720,000
offline_datapoint_18 1682700352 2283745280,000
offline_datapoint_63 1682700350 0,000
offline_datapoint_32 1682700352 8192,000
offline_datapoint_1 1682700352 43085824,000
offline_datapoint_46 1682700350 0,000
offline_datapoint_60 1682700352 2744028,000
offline_datapoint_29 1682700352 2679,000
offline_datapoint_15 1682700352 2809884672,000
offline_datapoint_75 1682700350 0,000
offline_datapoint_44 1682700350 0,000
offline_datapoint_13 1682700350 0,000
offline_datapoint_58 1682700350 185,433
offline_datapoint_27 1682700350 1,662
offline_datapoint_73 1682700350 626,752
offline_datapoint_42 1682700350 465,910
offline_datapoint_11 1682700350 0,000
offline_datapoint_56 1682700352 10545815552,000
offline_datapoint_25 1682700352 0,000
offline_datapoint_71 1682700352 0,000
offline_datapoint_40 1682700352 8192,000
offline_datapoint_9 1682700352 218750976,000
offline_datapoint_54 1682700352 10481664,000
offline_datapoint_23 1682700352 12514806,000
offline_datapoint_69 1682700352 14400,000
offline_datapoint_38 1682700350 0,000
offline_datapoint_7 1682700350 0,000
offline_datapoint_52 1682700350 97,039
offline_datapoint_21 1682700350 0,000
offline_datapoint_67 1682700350 0,000
offline_datapoint_36 1682700350 0,130
offline_datapoint_76 1682700350 1,870
offline_datapoint_5 1682700350 0,130
offline_datapoint_50 1682700350 1,558
offline_datapoint_19 1682700350 0,000
offline_datapoint_64 1682700350 2935,033
offline_datapoint_33 1682700350 0,000
offline_datapoint_2 1682700350 411,742
offline_datapoint_47 1682700350 4073,555
offline_datapoint_16 1682700350 97,039
offline_datapoint_61 1682700352 4,000
offline_datapoint_53 1682700350 12,712
offline_datapoint_8 1682700350 6,908
offline_datapoint_34 1682700350 0,437
offline_datapoint_3 1682700350 0,000
offline_datapoint_65 1682700350 0,510
offline_datapoint_48 1682700350 9,652
offline_datapoint_17 1682700350 11,317
offline_datapoint_62 1682700350 1,664
offline_datapoint_31 1682700350 99,512
offline_datapoint_0 1682700350 1,997
offline_datapoint_45 1682700350 127981,612
offline_datapoint_14 1682700350 134798,209
offline_datapoint_59 1682700350 6816,597
offline_datapoint_28 1682700350 0,000
offline_datapoint_74 1682700350 0,000
offline_datapoint_43 1682700350 0,000
offline_datapoint_12 1682700350 11911,529
offline_datapoint_57 1682700350 4096,000
offline_datapoint_26 1682700350 13259,034
offline_datapoint_72 1682700350 0,005
offline_datapoint_41 1682700350 0,005
offline_datapoint_10 1682700350 0,001
offline_datapoint_55 1682700352 0,000
offline_datapoint_70 1682700353 0,455
offline_datapoint_39 1682700353 0,000
offline_datapoint_24 1682700353 0,227
offline_datapoint_30 1682700353 82,560
offline_datapoint_22 1682700355 369270784,000
offline_datapoint_68 1682700355 191037440,000
offline_datapoint_37 1682700355 323608576,000
offline_datapoint_6 1682700355 8706674688,000
offline_datapoint_51 1682700355 73506816,000
offline_datapoint_66 1682700355 351244288,000
offline_datapoint_20 1682700355 219176960,000
offline_datapoint_35 1682700355 18423808,000
offline_datapoint_4 1682700355 146878464,000
offline_datapoint_49 1682700355 340815872,000
offline_datapoint_18 1682700355 2282844160,000
offline_datapoint_63 1682700353 1,997
offline_datapoint_32 1682700355 8192,000
offline_datapoint_1 1682700355 43085824,000
offline_datapoint_46 1682700353 0,000
offline_datapoint_60 1682700355 2723596,000
offline_datapoint_29 1682700355 2659,000
offline_datapoint_15 1682700355 2788962304,000
offline_datapoint_75 1682700353 272,597
offline_datapoint_44 1682700353 1,997
offline_datapoint_13 1682700353 0,000
offline_datapoint_58 1682700353 2223,715
offline_datapoint_27 1682700353 215,016
offline_datapoint_73 1682700353 7503,915
offline_datapoint_42 1682700353 4289,663
offline_datapoint_11 1682700353 0,000
offline_datapoint_56 1682700355 10545815552,000
offline_datapoint_25 1682700355 0,000
offline_datapoint_71 1682700355 0,000
offline_datapoint_40 1682700355 8192,000
offline_datapoint_9 1682700355 219176960,000
offline_datapoint_54 1682700355 10481664,000
offline_datapoint_23 1682700355 12514808,000
offline_datapoint_69 1682700355 14400,000
offline_datapoint_38 1682700353 1,997
offline_datapoint_7 1682700353 4,402
offline_datapoint_52 1682700353 85,042
offline_datapoint_21 1682700353 0,000
offline_datapoint_67 1682700353 0,000
offline_datapoint_36 1682700353 0,000
offline_datapoint_76 1682700353 10,665
offline_datapoint_5 1682700353 5,071
offline_datapoint_50 1682700353 5,462
offline_datapoint_19 1682700353 584,803
offline_datapoint_64 1682700353 2733,296
offline_datapoint_33 1682700353 0,000
offline_datapoint_2 1682700353 501,592
offline_datapoint_47 1682700353 6666,486
offline_datapoint_16 1682700353 89,444
offline_datapoint_61 1682700355 6,000
offline_datapoint_53 1682700353 12,712
offline_datapoint_8 1682700353 6,908
offline_datapoint_34 1682700353 0,454
offline_datapoint_3 1682700353 0,056
offline_datapoint_65 1682700353 0,269
offline_datapoint_48 1682700353 3,009
offline_datapoint_17 1682700353 3,009
offline_datapoint_62 1682700353 0,000
offline_datapoint_31 1682700353 99,721
offline_datapoint_0 1682700353 1,337
offline_datapoint_45 1682700353 23279,184
offline_datapoint_14 1682700353 23279,184
offline_datapoint_59 1682700353 0,000
offline_datapoint_28 1682700353 0,001
offline_datapoint_74 1682700353 0,001
offline_datapoint_43 1682700353 0,000
offline_datapoint_12 1682700353 7736,889
offline_datapoint_57 1682700353 0,000
offline_datapoint_26 1682700353 7736,889
offline_datapoint_72 1682700353 0,003
offline_datapoint_41 1682700353 0,003
offline_datapoint_10 1682700353 0,000
offline_datapoint_55 1682700355 0,000
offline_datapoint_70 1682700356 0,270
offline_datapoint_39 1682700356 0,000
offline_datapoint_24 1682700356 0,135
offline_datapoint_30 1682700356 82,512
offline_datapoint_22 1682700358 369270784,000
offline_datapoint_68 1682700358 191037440,000
offline_datapoint_37 1682700358 323608576,000
offline_datapoint_6 1682700358 8701583360,000
offline_datapoint_51 1682700358 73502720,000
offline_datapoint_66 1682700358 351244288,000
offline_datapoint_20 1682700358 219095040,000
offline_datapoint_35 1682700358 25710592,000
offline_datapoint_4 1682700358 146878464,000
offline_datapoint_49 1682700358 340815872,000
offline_datapoint_18 1682700358 2282934272,000
offline_datapoint_63 1682700356 0,000
offline_datapoint_32 1682700358 8192,000
offline_datapoint_1 1682700358 43085824,000
offline_datapoint_46 1682700356 0,000
offline_datapoint_60 1682700358 2730800,000
offline_datapoint_29 1682700358 2666,000
offline_datapoint_15 1682700358 2796339200,000
offline_datapoint_75 1682700356 0,000
offline_datapoint_44 1682700356 0,000
offline_datapoint_13 1682700356 0,000
offline_datapoint_58 1682700356 166,490
offline_datapoint_27 1682700356 1,672
offline_datapoint_73 1682700356 439,293
offline_datapoint_42 1682700356 284,504
offline_datapoint_11 1682700356 0,000
offline_datapoint_56 1682700358 10545815552,000
offline_datapoint_25 1682700358 0,000
offline_datapoint_71 1682700358 0,000
offline_datapoint_40 1682700358 8192,000
offline_datapoint_9 1682700358 219095040,000
offline_datapoint_54 1682700358 10481664,000
offline_datapoint_23 1682700358 12514812,000
offline_datapoint_69 1682700358 14400,000
offline_datapoint_38 1682700356 0,000
offline_datapoint_7 1682700356 0,000
offline_datapoint_52 1682700356 97,442
offline_datapoint_21 1682700356 0,000
offline_datapoint_67 1682700356 0,000
offline_datapoint_36 1682700356 0,261
offline_datapoint_76 1682700356 1,807
offline_datapoint_5 1682700356 0,653
offline_datapoint_50 1682700356 1,436
offline_datapoint_19 1682700356 0,000
offline_datapoint_64 1682700356 2563,880
offline_datapoint_33 1682700356 0,000
offline_datapoint_2 1682700356 410,207
offline_datapoint_47 1682700356 3571,512
offline_datapoint_16 1682700356 97,442
offline_datapoint_61 1682700358 4,000
offline_datapoint_53 1682700356 12,712
offline_datapoint_8 1682700356 6,908
offline_datapoint_34 1682700356 0,269
offline_datapoint_3 1682700356 0,000
offline_datapoint_65 1682700356 0,203
offline_datapoint_48 1682700356 3,985
offline_datapoint_17 1682700356 3,985
offline_datapoint_62 1682700356 0,000
offline_datapoint_31 1682700356 99,825
offline_datapoint_0 1682700356 1,328
offline_datapoint_45 1682700356 25335,191
offline_datapoint_14 1682700356 25335,191
offline_datapoint_59 1682700356 0,000
offline_datapoint_28 1682700356 0,001
offline_datapoint_74 1682700356 0,001
offline_datapoint_43 1682700356 0,000
offline_datapoint_12 1682700356 6357,333
offline_datapoint_57 1682700356 0,000
offline_datapoint_26 1682700356 6357,333
offline_datapoint_72 1682700356 0,002
offline_datapoint_41 1682700356 0,002
offline_datapoint_10 1682700356 0,000
offline_datapoint_55 1682700358 0,000
offline_datapoint_70 1682700359 0,203
offline_datapoint_39 1682700359 0,000
offline_datapoint_24 1682700359 0,102
offline_datapoint_30 1682700359 82,501
offline_datapoint_22 1682700361 369295360,000
offline_datapoint_68 1682700361 191037440,000
offline_datapoint_37 1682700361 323608576,000
offline_datapoint_6 1682700361 8700448768,000
offline_datapoint_51 1682700361 73498624,000
offline_datapoint_66 1682700361 351244288,000
offline_datapoint_20 1682700361 219148288,000
offline_datapoint_35 1682700361 27664384,000
offline_datapoint_4 1682700361 146878464,000
offline_datapoint_49 1682700361 340602880,000
offline_datapoint_18 1682700361 2282934272,000
offline_datapoint_63 1682700359 0,000
offline_datapoint_32 1682700361 8192,000
offline_datapoint_1 1682700361 43085824,000
offline_datapoint_46 1682700359 0,000
offline_datapoint_60 1682700361 2732500,000
offline_datapoint_29 1682700361 2668,000
offline_datapoint_15 1682700361 2798080000,000
offline_datapoint_75 1682700359 94,316
offline_datapoint_44 1682700359 0,000
offline_datapoint_13 1682700359 0,000
offline_datapoint_58 1682700359 1307,807
offline_datapoint_27 1682700359 48,154
offline_datapoint_73 1682700359 3847,370
offline_datapoint_42 1682700359 1741,197
offline_datapoint_11 1682700359 0,000
offline_datapoint_56 1682700361 10545815552,000
offline_datapoint_25 1682700361 0,000
offline_datapoint_71 1682700361 0,000
offline_datapoint_40 1682700361 8192,000
offline_datapoint_9 1682700361 219148288,000
offline_datapoint_54 1682700361 10481664,000
offline_datapoint_23 1682700361 12514811,000
offline_datapoint_69 1682700361 14400,000
offline_datapoint_38 1682700359 0,000
offline_datapoint_7 1682700359 0,716
offline_datapoint_52 1682700359 93,658
offline_datapoint_21 1682700359 0,000
offline_datapoint_67 1682700359 0,000
offline_datapoint_36 1682700359 0,000
offline_datapoint_76 1682700359 3,349
offline_datapoint_5 1682700359 2,076
offline_datapoint_50 1682700359 1,168
offline_datapoint_19 1682700359 18,265
offline_datapoint_64 1682700359 3510,622
offline_datapoint_33 1682700359 0,000
offline_datapoint_2 1682700359 468,924
offline_datapoint_47 1682700359 5077,466
offline_datapoint_16 1682700359 94,375
offline_datapoint_61 1682700361 6,000
offline_datapoint_53 1682700359 12,712
offline_datapoint_8 1682700359 6,908
offline_datapoint_34 1682700359 0,203
offline_datapoint_3 1682700359 0,000
offline_datapoint_65 1682700359 0,470
offline_datapoint_48 1682700359 6,350
offline_datapoint_17 1682700359 6,350
offline_datapoint_62 1682700359 0,000
offline_datapoint_31 1682700359 99,519
offline_datapoint_0 1682700359 0,668
offline_datapoint_45 1682700359 87611,720
offline_datapoint_14 1682700359 87611,720
offline_datapoint_59 1682700359 0,000
offline_datapoint_28 1682700359 0,001
offline_datapoint_74 1682700359 0,001
offline_datapoint_43 1682700359 0,000
offline_datapoint_12 1682700359 13797,053
offline_datapoint_57 1682700359 0,000
offline_datapoint_26 1682700359 13797,053
offline_datapoint_72 1682700359 0,005
offline_datapoint_41 1682700359 0,005
offline_datapoint_10 1682700359 0,000
offline_datapoint_55 1682700361 0,000
offline_datapoint_70 1682700362 0,471
offline_datapoint_39 1682700362 0,000
offline_datapoint_24 1682700362 0,236
offline_datapoint_30 1682700362 82,489
offline_datapoint_22 1682700364 368500736,000
offline_datapoint_68 1682700364 191062016,000
offline_datapoint_37 1682700364 323608576,000
offline_datapoint_6 1682700364 8699092992,000
offline_datapoint_51 1682700364 88715264,000
offline_datapoint_66 1682700364 351244288,000
offline_datapoint_20 1682700364 219521024,000
offline_datapoint_35 1682700364 30253056,000
offline_datapoint_4 1682700364 146878464,000
offline_datapoint_49 1682700364 340602880,000
offline_datapoint_18 1682700364 2282594304,000
offline_datapoint_63 1682700362 0,000
offline_datapoint_32 1682700364 8192,000
