1683055094	0	1683055095
1683055095	1	1683055109
1683055109	2	1683055124
1683055124	3	1683055139
1683055139	4	1683055154
1683055154	5	1683055169
1683055169	6	1683055184
1683055184	7	1683055199
1683055199	8	1683055214
1683055214	9	1683055229
1683055229	10	1683056549
1683056549	11	1683056564
1683056564	12	1683056579
1683056579	13	1683056594
1683056594	14	1683056609
1683056609	15	1683056624
1683056624	16	1683056639
1683056639	17	1683056654
1683056654	18	1683056669
1683056669	19	1683056684
1683056684	20	1683058004
1683058004	21	1683058019
1683058019	22	1683058034
1683058034	23	1683058049
1683058049	24	1683058064
1683058064	25	1683058079
1683058079	26	1683058095
1683058095	27	1683058110
1683058110	28	1683058125
1683058125	29	1683058140
1683058140	30	1683059460
1683059460	31	1683059475
1683059475	32	1683059490
1683059490	33	1683059505
1683059505	34	1683059520
1683059520	35	1683059535
1683059535	36	1683059550
1683059550	37	1683059565
1683059565	38	1683059580
1683059580	39	1683059595
1683059595	40	1683060915
1683060915	41	1683060930
1683060930	42	1683060945
1683060945	43	1683060960
1683060960	44	1683060975
1683060975	45	1683060990
1683060990	46	1683061005
1683061005	47	1683061020
1683061020	48	1683061035
1683061035	49	1683061050
1683061050	50	1683062370
1683062370	47	1683062371
1683062371	46	1683062376
1683062376	45	1683062378
1683062378	44	1683062380
1683062380	43	1683062385
1683062385	40	1683062386
1683062386	39	1683062388
1683062388	36	1683062390
1683062390	34	1683062397
1683062397	33	1683062400
1683062400	29	1683062401
1683062401	27	1683062402
1683062402	25	1683062403
1683062403	24	1683062404
1683062404	23	1683062405
1683062405	18	1683062406
1683062406	16	1683062410
1683062410	13	1683062411
1683062411	10	1683062412
1683062412	9	1683062413
1683062413	8	1683062416
1683062416	4	1683062417
1683062417	2	1683062421
1683062421	1	1683062422
